code,term
TF5..00,Foreign body accident - orifice
TG...00,Accidental event
TG0..00,Accidentally struck by falling object
TG1..00,Accidentally struck by or against objects or persons
TG2..00,Accidentally caught in or between objects
TG6..00,Accident caused by firearm missile
TG7..00,Accident caused by explosive material
TG9..00,Accidents caused by electric current
TGA..00,Exposure to radiation
TGB..00,Overexertion and strenuous movements
TGy..00,Other environmental and accidental causes
TGz..00,Accident
TH...00,Late effect of accidental injury
TH0..00,Late effects of accidental injury
THz..00,Late effects of unspecified accident
TJ1..00,Adverse reaction to other anti-infectives
TJ3..00,Adverse reaction to primarily systemic agents
TJJ..00,Adverse reaction to bacterial vaccines
TJK..00,Adverse reaction to other vaccines and biological substances
TJz..00,Adverse reaction to drug NOS
TK4..00,Suicide and selfinflicted injury by drowning
TKx..00,Suicide and selfinflicted injury by other means
TKz..00,Suicide and selfinflicted injury NOS
TL0..00,"Homicide and assault by fight, brawl and rape"
TL1..00,"Assault by corrosive or caustic substance, except poisoning"
TL2..00,Assault by poisoning
TL3..00,Assault by hanging and strangulation
TL4..00,Assault by drowning
TL5..00,Assault by firearms and explosives
TL6..00,Assault by cutting and stabbing instruments
TL7..00,Child battering and other maltreatment
TLx..00,Assault by other means
TLy..00,Late effects of homicide or assault
TLz..00,Homicide or assault NOS
TM...00,Legal intervention causing injury
TM2..00,Injury due to legal intervention by gas
TM3..00,Injury due to legal intervention by blunt object
TM5..00,Injury due to legal intervention by other specified means
TM6..00,Injury due to legal intervention by unspecified means
TM7..00,Late effects of injury due to legal intervention
TM8..00,Legal execution
TMz..00,Injury due to legal intervention NOS
TP0..00,War injuries due to fires and conflagrations
TP1..00,War injuries due to bullets and fragments
TP2..00,War injuries due to explosion of marine weapons
TP3..00,War injury due to other explosions
TP4..00,War injury due to destruction of aircraft
TP5..00,War injury due to other forms of conventional warfare
TP6..00,War injury due to nuclear weapons
TP9..00,Late effects of injury due to war operations
TPz..00,War injury
Tz...00,Causes of injury and poisoning NOS
U....00,[X]External causes of morbidity and mortality
U0...00,[X]Transport accidents
U00..00,[X]Pedestrian injured in transport accident
U01..00,[X]Pedal cyclist injured in transport accident
U02..00,[X]Motorcycle rider injured in transport accident
U04..00,Victim of vehicular AND/OR traffic accident
U07..00,[X]Bus occupant injured in transport accident
U08..00,[X]Other land transport accidents
U0A..00,[X]Air and space transport accidents
U0z..00,[X]Other and unspecified transport accidents
U1...00,Injury due to exposure to external cause
U13..00,[X]Accidental drowning and submersion
U14..00,[X]Other accidental threats to breathing
U16..00,"[X]Exposure to smoke, fire and flames"
U18..00,[X]Contact with venomous animals and plants
U19..00,[X]Exposure to forces of nature
U1B..00,"[X]Overexertion, travel and privation"
U1C..00,Accidental exposure to potentially harmful entity
U22..00,[X]Intentional self harm by drowning and submersion
U23..00,[X]Intentional self harm by handgun discharge
U26..00,[X]Intentional self harm by explosive material
U27..00,"[X]Intentional self harm by smoke, fire and flames"
U29..00,[X]Intentional self harm by sharp object
U2A..00,[X]Intentional self harm by blunt object
U2B..00,Attempted suicide - jumping from a high place
U2D..00,[X]Intentional self harm by crashing of motor vehicle
U2E..00,Self-mutilation
U2y..00,Intentionally harming self
U2z..00,[X]Intentional self harm by unspecified means
U30..00,"[X]Assault by drugs, medicaments and biological substances"
U31..00,"Assault by corrosive substance, except poisoning"
U32..00,[X]Assault by pesticide
U33..00,Assault by poisoning by gas or vapour
U35..00,[X]Assault by unspecified chemical or noxious substance
U37..00,[X]Assault by drowning and submersion
U38..00,[X]Assault by handgun discharge
U39..00,"[X]Assault by rifle, shotgun and larger firearm discharge"
U3A..00,[X]Assault by other and unspecified firearm discharge
U3B..00,[X]Assault by explosive material
U3C..00,Assault by fire and burning
U3D..00,"[X]Assault by steam, hot vapours and hot objects"
U3F..00,Assault by striking with blunt object
U3G..00,[X]Assault by pushing from high place
U3J..00,[X]Assault by crashing of motor vehicle
U3K..00,[X]Assault by bodily force
U3L..00,Forcible sexual assault
U3M..00,[X]Neglect and abandonment
U3N..00,[X]Other maltreatment syndromes
U3y..00,[X]Assault by other specified means
U3z..00,[X]Assault by unspecified means
U4...00,[X]Event of undetermined intent
U42..00,"[X]Drowning and submersion, undetermined intent"
U43..00,"[X]Handgun discharge, undetermined intent"
U46..00,"[X]Contact with explosive material, undetermined intent"
U47..00,"[X]Exposure to smoke, fire and flames, undetermined intent"
U49..00,"[X]Contact with sharp object, undetermined intent"
U4A..00,"[X]Contact with blunt object, undetermined intent"
U4D..00,Vehicle collision
U4y..00,"[X]Other specified events, undetermined intent"
U4z..00,"[X]Unspecified event, undetermined intent"
U5...00,[X]Legal intervention and operations of war
U50..00,[X]Legal intervention
U51..00,[X]Operations of war
U6...00,Complication
U7...00,[X]Sequelae of external causes of morbidity and mortality
U70..00,[X]Sequelae of transport accidents
U71..00,[X]Sequelae of other accidents
U74..00,[X]Sequelae of other external causes
U82..00,Complication of health care
U83..00,Occupational disorder
U84..00,Environmental pollution
U85..00,Problem related to lifestyle
8OA..00,Providing material
8CL..00,Discussion about disorder
8Cx..00,Discussion
67P..00,Discussion about procedure
8CP..00,Discussion about treatment
8CN..00,Discussion about preferences
13s..00,Second language
8DB..00,Communication aid
2J3..00,General immune status
68a..00,Lifestyle screening
2K...00,Examination of abdomen
8DC..00,Stoma care procedure
67T..00,Identifying workable intervention
8Q...00,Behaviour management
38B..00,Risk assessment
389..00,Assessment of needs
8O2..00,Provision of care
8Ck..00,Symptom control
8CK..00,Skin care
8Cj..00,Dental care
61c..00,Barrier contraception method
61d..00,Natural contraception
38K..00,Assessment how client sees himself or herself
38N..00,Wound assessment
85E..00,Procedures relating to mobility
2Fb..00,Granulation of tissue
28P..00,Smiles
8Cb..00,Bathing eye
38C..00,Health assessment
1M2..00,Pain score
1FH..00,Healthy diet
1FL..00,Food intake
1FJ..00,Bread intake
1FK..00,Milk intake
8O0..00,Provision of education needs
1V2..00,Frequency of drug misuse
1V3..00,Drug injection behaviour
1V4..00,Priority of drug-related activities
1V5..00,Routine of drug-related activities
1V6..00,Drug-related offending behaviour
1PB..00,Physically active
8OB..00,Provision of transport
8N...00,Environmental adaptation
5AC..00,Strontium 89 therapy
8EB..00,Adverse neural tension technique
8Cr..00,Cutting toenails
8Cu..00,Drilling of a nail
1FD..00,Calcium intake
720..00,Orbit operations
AE1..00,Late effects of acute poliomyelitis
H28..00,Atypical pneumonia
H48..00,Progressive massive fibrosis
G37..00,Cardiac syndrome X
G79..00,Steal syndrome of hand
755..00,Cheek operation
1Z1..00,Chronic renal impairment
K0E..00,Acute-on-chronic renal failure
K0J..00,Renal disorders in systemic disease
K0H..00,Acute scleroderma renal crisis
1AK..00,Absent testes
G9...00,Vascular calcification
83A..00,Strapping procedure
541..00,Encephalography - general
54R..00,Barium meal and follow through
56E..00,X-ray photon absorptiometry
58E..00,Dual energy X-ray photon absorptiometry
SS...00,Accidental injury
8O8..00,Support
8O1..00,Provision of equipment
62c..00,Antenatal screening
7G3..00,Nail operations
2BY..00,Visual behaviour
2Fc..00,Skin elasticity
2Fe..00,Wrinkled skin
1S3..00,General mental state
1BP..00,Loss of interest
1BR..00,Reduced concentration
1BQ..00,Loss of capacity for enjoyment
1BU..00,Feeling hopeless
1Bb..00,Specific fear
1FF..00,Binge eating
1K1..00,Feminine gender
1K0..00,Masculine gender
28F..00,Mentally alert
28H..00,Mentally vague
2Jd..00,Frailty
2JW..00,Well nourished
22N..00,Circumference measurements
27D..00,Height of uterine fundus
19G..00,Diarrhoea and vomiting
22T..00,Step length
4Q7..00,Trace element level
23L..00,Respired oxygen concentration
24G..00,Aortic valve gradient
16Q..00,Fluid intake
49J..00,Sperm viability
16I..00,Claudication distance
44p..00,Biochemical test
42g..00,Haematology test
43o..00,Blood transfusion test
43R..00,Immunofixation
48E..00,Cerebrospinal fluid microscopy
32M..00,24 Hour ECG
P26..00,Disorder of neuronal migration and differentiation
P59..00,Isomerism of atrial appendages
PJ8..00,Balanced translocation and insertion in normal individual
4M...00,Tumour staging
4M5..00,TNM tumour staging
4M1..00,Dukes staging system
4M4..00,FIGO staging of gynaecological malignancy
PH7..00,Cutis marmorata telangiectasia congenita
594..00,Heavy particle therapy
F38..00,Myoneural disorders
1K...00,Gender
7H0..00,"Chest wall, pleura and diaphragm operations"
7H3..00,"Fascia, ganglion and bursa operations"
745..00,Lung and mediastinum operations
7E2..00,Ovary and broad ligament operations
7K...00,Other bone and joint operations
7K5..00,Foot joint operations
71...00,Endocrine system and breast operations
710..00,Pituitary gland and pineal gland operations
711..00,Thyroid gland and parathyroid gland operations
721..00,Eyebrow and eyelid operations
724..00,Conjunctiva and cornea operations
732..00,Inner ear and eustachian canal operations
751..00,Tooth and gingiva operations
771..00,Colon operations and sigmoidoscopy of rectum
773..00,"Anus, perianal region and other bowel operations"
790..00,"Heart wall, septum and chamber operations"
7A0..00,Great vessels and pulmonary artery operations
7A4..00,Iliac and femoral artery operations
559..00,Femoral arteriography-general
7C2..00,Operation on male genital system
7F0..00,Fetus and gravid uterus operations
7J0..00,Cranium and facial bone operations
7J1..00,Jaw and temporomandibular joint operations
7J3..00,Lumbar spine operations
7M3..00,Type of operation and anaesthetic
A64..00,Viral encephalitis from other arthropods
A8...00,Rickettsioses and other arthropod-borne diseases
A9...00,Syphilis and other venereal diseases
A97..00,Other and unspecified syphilis
AD2..00,Pediculosis and phthirus infections
A71..00,Rabies - hydrophobia
G42..00,Other pulmonary circulation disease
G54..00,Disorder of endocardium and heart valve
G63..00,Precerebral arterial occlusion
G65..00,Transient cerebral ischaemia
G7...00,"Arterial, arteriole and capillary disease"
G73..00,Other peripheral vascular disease
G85..00,Venous varices
H24..00,Pneumonia with infectious diseases EC
H25..00,Bronchopneumonia
H30..00,Bronchitis
H4...00,Lung disease due to external agents
J00..00,Tooth development and eruption disorders
J02..00,Pulp and periapical tissue disease
J03..00,Gingival and periodontal disease
J1...00,"Oesophageal, stomach and duodenal diseases"
J13..00,Peptic ulcer
J43..00,Noninfectious enteritis
J64..00,Cholelithiasis
K06..00,RF - Renal failure
K12..00,Calculus of kidney and ureter
K13..00,Other kidney and ureter disorders
K19..00,Other urethral and urinary tract disorders
K20..00,Benign prostatic hypertrophy
K25..00,Redundant prepuce and phimosis
K5A..00,Menopausal and postmenopausal disorders
81...00,Removal of unwanted material
813..00,Evacuation of GIT contents
82...00,Correction of misplacement
83...00,Immobilisation and support
831..00,Bandaging and sling support
834..00,Other rigid support
86...00,Other physical agent therapy
861..00,Therapy by heating
875..00,Lung collapse prevention
877..00,Oxygen enrichment therapy
8B4..00,Previous treatment continue
8C5..00,Aids for severely handicapped
8D3..00,Visual aid
8D9..00,Invalid transport facilities
8E...00,Physiotherapy/remedial therapy
8F7..00,Daily life rehabilitation
8G...00,Psychotherapy/sociotherapy
8H7..00,Other referral
8HA..00,No follow-up arranged
8HF..00,Transferred from department
8HP..00,Referral for laboratory tests
8HR..00,Refer for physiology investign
8HS..00,Referral for endoscopy
8I1..00,Medical care unavailable
116..00,History not obtained
124..00,FH: Neoplasm - *
129..00,FH: CNS disorder
12C..00,FH: Cardiovascular disease
12D..00,FH: Respiratory disease
12F..00,FH: Genitourinary disease
12I..00,FH: Musculoskeletal disease
12Z..00,Family history with explicit context
131..00,Occupation of spouse
13B..00,Diet - medical
13D..00,Housing lack
13J..00,Employment milestones
13L..00,Family illness
13O..00,Sickness/invalidity benefit
142..00,H/O: malignant neoplasm (*)
143..00,H/O: endocrine disorder
144..00,H/O: metabolic disorder
145..00,H/O: blood disorder
147..00,H/O: CNS disorder
14A..00,H/O: cardiovascular disease
14C..00,H/O: gastrointestinal disease
14D..00,H/O: urinary disease
14G..00,H/O: musculoskeletal disease
14R..00,H/O: tissue/organ donation
15...00,Gynaecological history
154..00,Past pregnancy outcome
158..00,H/O: abnormal uterine bleeding
16...00,General symptoms
164..00,Fluid intake symptom
168..00,Tiredness symptom
173..00,Breathlessness
18...00,Cardiovascular symptoms
183..00,Oedema
184..00,Prominent veins
185..00,Impaired exercise tolerance
19...00,Gastrointestinal symptoms
194..00,Swallowing symptoms
197..00,Site of GIT pain
19B..00,Wind - flatus
19D..00,Tenesmus
19F..00,Diarrhoea symptoms
1A...00,Genitourinary symptoms
1A4..00,Urine appearance
1B...00,Nervous system symptoms
1B3..00,Motor symptoms
1B5..00,Incoordination symptom
1B9..00,Speech problem
1BF..00,Guilty ideas
1C8..00,Nasal symptoms OS
1C9..00,Sore throat symptom
1Y...00,Patient feels well
13E..00,Inadequate housing
L14..00,Premature or threatened labour
L34..00,Trauma to perineum and vulva during delivery
L37..00,Retained placenta or membranes with no haemorrhage
L41..00,Venous complications of pregnancy and the puerperium
L46..00,Obstetric disorders of breast and lactation
C....00,"Endocrine, nutritional, metabolic and immunity disorders"
C25..00,Thiamine and niacin deficiency states
